,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type
2180,8.914576489,20,100,type1
2181,8.918464066,20,100,type1
438,8.918772193,20,300,type2
439,8.925290291,20,300,type2
440,8.92715556,20,300,type2
441,8.930308717,20,300,type2
2182,8.932006373,20,100,type1
2183,8.93515079,20,100,type1
2184,8.935554137,20,100,type1
2185,8.949782304,20,100,type1
2186,8.949809592,20,100,type1
2187,8.950138943,20,100,type1
442,8.950615008,20,300,type2
2188,8.950738451,20,100,type1
443,8.958403578,20,300,type2
2189,8.960030467,20,100,type1
444,8.96499806,20,300,type2
2190,8.965880027,20,100,type1
2191,8.974082278,20,100,type1
2192,8.97599218,20,100,type1
445,8.977697377,20,300,type2
446,8.978577058,20,300,type2
2193,8.979111891,20,100,type1
2194,8.984983515,20,100,type1
2195,8.988793982,20,100,type1
447,8.989817668,20,300,type2
2196,8.992503263,20,100,type1
2197,8.992689463,20,100,type1
448,8.996967922,20,300,type2
449,8.998753312,20,300,type2
450,8.998814898,20,300,type2
2198,8.999766412,20,100,type1
2199,9.001999768,20,100,type1
2200,9.00233373,20,100,type1
2201,9.002465352,20,100,type1
2202,9.004658234,20,100,type1
451,9.006078965,20,300,type2
2203,9.007929121,20,100,type1
2204,9.013410453,20,100,type1
2205,9.014934767,20,100,type1
452,9.017915859,20,300,type2
2206,9.018765015,20,100,type1
2207,9.019805349,20,100,type1
453,9.021620297,20,300,type2
2208,9.023226501,20,100,type1
2209,9.024489825,20,100,type1
454,9.027331475,20,300,type2
2210,9.030516547,20,100,type1
2211,9.033790591,20,100,type1
455,9.036169671,20,300,type2
2212,9.036428348,20,100,type1
456,9.037748158,20,300,type2
457,9.044726514,20,300,type2
2213,9.045196864,20,100,type1
2214,9.050854184,20,100,type1
2215,9.052078693,20,100,type1
2216,9.055728633,20,100,type1
458,9.056768756,20,300,type2
459,9.06200764,20,300,type2
2217,9.065597875,20,100,type1
2218,9.069995556,20,100,type1
460,9.071751326,20,300,type2
2219,9.074868252,20,100,type1
2220,9.075636749,20,100,type1
461,9.077881524,20,300,type2
2221,9.082541626,20,100,type1
2222,9.083529616,20,100,type1
2223,9.091423209,20,100,type1
462,9.091854937,20,300,type2
2224,9.092385496,20,100,type1
2225,9.102897639,20,100,type1
463,9.103443456,20,300,type2
464,9.103885948,20,300,type2
465,9.104765583,20,300,type2
2226,9.105537552,20,100,type1
2227,9.107847527,20,100,type1
466,9.117116369,20,300,type2
467,9.117671731,20,300,type2
2228,9.118779988,20,100,type1
2229,9.122200232,20,100,type1
2230,9.123071315,20,100,type1
2231,9.123198501,20,100,type1
2232,9.12405105,20,100,type1
2233,9.124075548,20,100,type1
468,9.124273806,20,300,type2
2234,9.131842857,20,100,type1
2235,9.135319025,20,100,type1
469,9.142089079,20,300,type2
2236,9.142462464,20,100,type1
2237,9.143260849,20,100,type1
2238,9.143278188,20,100,type1
2239,9.146498834,20,100,type1
2240,9.146985613,20,100,type1
470,9.148592741,20,300,type2
2241,9.161663921,20,100,type1
2242,9.168291541,20,100,type1
2243,9.170950754,20,100,type1
2244,9.172012851,20,100,type1
2245,9.172089965,20,100,type1
2246,9.17889014,20,100,type1
471,9.180137118,20,300,type2
2247,9.182382727,20,100,type1
2248,9.18340673,20,100,type1
2249,9.183817321,20,100,type1
2250,9.183984135,20,100,type1
472,9.186555556,20,300,type2
2251,9.187615575,20,100,type1
2252,9.188612395,20,100,type1
473,9.18896149,20,300,type2
2253,9.190041949,20,100,type1
2254,9.192124694,20,100,type1
2255,9.192249201,20,100,type1
2256,9.192432763,20,100,type1
474,9.192869263,20,300,type2
2257,9.202938362,20,100,type1
475,9.204139421,20,300,type2
2258,9.21014749,20,100,type1
2259,9.211045869,20,100,type1
476,9.211760819,20,300,type2
2260,9.212603432,20,100,type1
2261,9.214918725,20,100,type1
2262,9.21611459,20,100,type1
2263,9.220698375,20,100,type1
2264,9.224720212,20,100,type1
2265,9.226325971,20,100,type1
2266,9.233917681,20,100,type1
2267,9.234612122,20,100,type1
2268,9.235170641,20,100,type1
477,9.235870705,20,300,type2
2269,9.239038417,20,100,type1
2270,9.246332328,20,100,type1
2271,9.246812218,20,100,type1
2272,9.246892807,20,100,type1
2273,9.251383878,20,100,type1
478,9.253724625,20,300,type2
2274,9.255452846,20,100,type1
2275,9.258243599,20,100,type1
2276,9.258549379,20,100,type1
479,9.260106323,20,300,type2
480,9.265997438,20,300,type2
481,9.268223953,20,300,type2
2277,9.270439368,20,100,type1
482,9.273162767,20,300,type2
483,9.274022543,20,300,type2
484,9.279048077,20,300,type2
485,9.28200782,20,300,type2
2278,9.282478486,20,100,type1
2279,9.285669501,20,100,type1
2280,9.285681117,20,100,type1
2281,9.287220436,20,100,type1
2282,9.289497065,20,100,type1
2283,9.290412492,20,100,type1
2284,9.290895117,20,100,type1
486,9.293789457,20,300,type2
2285,9.2943534,20,100,type1
2286,9.294778631,20,100,type1
2287,9.295859803,20,100,type1
2288,9.298183412,20,100,type1
2289,9.299059419,20,100,type1
2290,9.300125581,20,100,type1
2291,9.300272095,20,100,type1
2292,9.303330842,20,100,type1
2293,9.30532185,20,100,type1
2294,9.305358041,20,100,type1
2295,9.308422083,20,100,type1
2296,9.311608475,20,100,type1
2297,9.317509108,20,100,type1
2298,9.3217385,20,100,type1
2299,9.328053159,20,100,type1
487,9.328491625,20,300,type2
488,9.32970415,20,300,type2
2300,9.330292346,20,100,type1
2301,9.331221838,20,100,type1
2302,9.332537496,20,100,type1
489,9.339060793,20,300,type2
2303,9.341214456,20,100,type1
490,9.342413221,20,300,type2
2304,9.342445951,20,100,type1
2305,9.343259434,20,100,type1
491,9.34386502,20,300,type2
492,9.345415328,20,300,type2
2306,9.345706439,20,100,type1
2307,9.346945954,20,100,type1
2308,9.348612106,20,100,type1
2309,9.35039345,20,100,type1
493,9.353845044,20,300,type2
2310,9.356332809,20,100,type1
2311,9.359335595,20,100,type1
494,9.361271014,20,300,type2
2312,9.366220473,20,100,type1
2313,9.367983057,20,100,type1
2314,9.370664116,20,100,type1
2315,9.37129557,20,100,type1
2316,9.37286358,20,100,type1
2317,9.373792202,20,100,type1
2318,9.377737678,20,100,type1
2319,9.378468299,20,100,type1
2320,9.388249803,20,100,type1
2321,9.390611654,20,100,type1
2322,9.39435703,20,100,type1
2323,9.395972555,20,100,type1
2324,9.397807691,20,100,type1
2325,9.398584788,20,100,type1
2326,9.399082521,20,100,type1
2327,9.399274555,20,100,type1
2328,9.414588657,20,100,type1
2329,9.415629176,20,100,type1
2330,9.420188497,20,100,type1
2331,9.420924799,20,100,type1
2332,9.423870138,20,100,type1
2333,9.428185941,20,100,type1
2334,9.428304506,20,100,type1
2335,9.430038236,20,100,type1
2336,9.430692764,20,100,type1
2337,9.431407088,20,100,type1
2338,9.431535676,20,100,type1
2339,9.435243755,20,100,type1
2340,9.435581163,20,100,type1
495,9.43583906,20,300,type2
2341,9.440539118,20,100,type1
2342,9.443589874,20,100,type1
496,9.447533583,20,300,type2
2343,9.449814109,20,100,type1
2344,9.455352408,20,100,type1
2345,9.461652735,20,100,type1
2346,9.465715352,20,100,type1
2347,9.467686418,20,100,type1
2348,9.475325996,20,100,type1
2349,9.475841123,20,100,type1
2350,9.482021692,20,100,type1
2351,9.485119797,20,100,type1
2352,9.485774166,20,100,type1
2353,9.487080557,20,100,type1
2354,9.491452836,20,100,type1
497,9.49444776,20,300,type2
498,9.498971271,20,300,type2
2355,9.50504546,20,100,type1
2356,9.506611404,20,100,type1
2357,9.506881355,20,100,type1
2358,9.507694472,20,100,type1
2359,9.510844775,20,100,type1
2360,9.511015491,20,100,type1
2361,9.513612411,20,100,type1
2362,9.515996252,20,100,type1
2363,9.518161389,20,100,type1
2364,9.519145555,20,100,type1
2365,9.522256619,20,100,type1
2366,9.531187793,20,100,type1
2367,9.531340784,20,100,type1
2368,9.536953715,20,100,type1
2369,9.539155887,20,100,type1
2370,9.543200743,20,100,type1
2371,9.548471885,20,100,type1
2372,9.551790869,20,100,type1
2373,9.555740234,20,100,type1
2374,9.556353348,20,100,type1
2375,9.565996515,20,100,type1
2376,9.572949628,20,100,type1
2377,9.576364635,20,100,type1
2378,9.577299998,20,100,type1
2379,9.579052478,20,100,type1
2380,9.584205312,20,100,type1
2381,9.585913952,20,100,type1
2382,9.586423008,20,100,type1
499,9.586730736,20,300,type2
2383,9.597547627,20,100,type1
2384,9.598410625,20,100,type1
2385,9.599870265,20,100,type1
2386,9.60122927,20,100,type1
2387,9.601695744,20,100,type1
2388,9.601943484,20,100,type1
2389,9.604353815,20,100,type1
2390,9.604840436,20,100,type1
2391,9.605614625,20,100,type1
2392,9.622311925,20,100,type1
2393,9.623623901,20,100,type1
2394,9.632656918,20,100,type1
2395,9.633419164,20,100,type1
2396,9.63481157,20,100,type1
2397,9.647187023,20,100,type1
2398,9.647515816,20,100,type1
2399,9.656178806,20,100,type1
2400,9.657804102,20,100,type1
2401,9.658695523,20,100,type1
2402,9.663099654,20,100,type1
2403,9.663486149,20,100,type1
2404,9.663960965,20,100,type1
500,9.663992669,20,300,type2
2405,9.664236183,20,100,type1
2406,9.66841875,20,100,type1
2407,9.670039272,20,100,type1
2408,9.67360894,20,100,type1
2409,9.67746279,20,100,type1
501,9.681552346,20,300,type2
2410,9.681554474,20,100,type1
2411,9.682242408,20,100,type1
2412,9.684713515,20,100,type1
2413,9.690673545,20,100,type1
2414,9.693940901,20,100,type1
2415,9.694482618,20,100,type1
2416,9.697085296,20,100,type1
2417,9.699547572,20,100,type1
2418,9.701191909,20,100,type1
2419,9.701671013,20,100,type1
2420,9.704271814,20,100,type1
2421,9.708894444,20,100,type1
2422,9.710632039,20,100,type1
2423,9.711681189,20,100,type1
2424,9.71269042,20,100,type1
2425,9.720681277,20,100,type1
2426,9.721272012,20,100,type1
2427,9.725515377,20,100,type1
2428,9.737385382,20,100,type1
2429,9.74198547,20,100,type1
2430,9.754311105,20,100,type1
2431,9.754666413,20,100,type1
2432,9.755763038,20,100,type1
2433,9.757794161,20,100,type1
2434,9.76055927,20,100,type1
2435,9.761477907,20,100,type1
2436,9.767457423,20,100,type1
2437,9.773496835,20,100,type1
2438,9.774101646,20,100,type1
2439,9.774291293,20,100,type1
2440,9.779340374,20,100,type1
2441,9.78852734,20,100,type1
2442,9.794014133,20,100,type1
2443,9.796363784,20,100,type1
502,9.81043882,20,300,type2
2444,9.814731367,20,100,type1
2445,9.823134718,20,100,type1
503,9.826259047,20,300,type2
2446,9.836050454,20,100,type1
2447,9.836340194,20,100,type1
2448,9.840563699,20,100,type1
2449,9.840902156,20,100,type1
2450,9.841015129,20,100,type1
2451,9.842004202,20,100,type1
2452,9.842208876,20,100,type1
2453,9.844117028,20,100,type1
2454,9.847046513,20,100,type1
2455,9.847890468,20,100,type1
2456,9.848708394,20,100,type1
2457,9.86841495,20,100,type1
2458,9.880434812,20,100,type1
2459,9.880479096,20,100,type1
2460,9.881103027,20,100,type1
2461,9.882913698,20,100,type1
504,9.886243447,20,300,type2
505,9.88783019,20,300,type2
2462,9.89124024,20,100,type1
2463,9.89261576,20,100,type1
2464,9.894518264,20,100,type1
2465,9.897611028,20,100,type1
2466,9.905186622,20,100,type1
2467,9.908895027,20,100,type1
2468,9.909327727,20,100,type1
2469,9.909886694,20,100,type1
2470,9.91052261,20,100,type1
2471,9.910732084,20,100,type1
2472,9.912017959,20,100,type1
2473,9.912926004,20,100,type1
2474,9.91513376,20,100,type1
2475,9.915200959,20,100,type1
2476,9.918486705,20,100,type1
2477,9.921812277,20,100,type1
2478,9.923473219,20,100,type1
2479,9.929249248,20,100,type1
2480,9.93182832,20,100,type1
2481,9.93418118,20,100,type1
2482,9.939986276,20,100,type1
2483,9.940077281,20,100,type1
2484,9.940200466,20,100,type1
2485,9.943558931,20,100,type1
2486,9.946481243,20,100,type1
2487,9.952569015,20,100,type1
2488,9.956877366,20,100,type1
2489,9.961597031,20,100,type1
2490,9.963971147,20,100,type1
2491,9.964813323,20,100,type1
2492,9.970102284,20,100,type1
2493,9.970624605,20,100,type1
2494,9.974111536,20,100,type1
2495,9.981421578,20,100,type1
2496,9.998225483,20,100,type1
2497,10.00134676,20,100,type1
2498,10.00313634,20,100,type1
2499,10.01022638,20,100,type1
2500,10.01834036,20,100,type1
2501,10.02584209,20,100,type1
2502,10.02604872,20,100,type1
2503,10.02743754,20,100,type1
2504,10.03028652,20,100,type1
2505,10.03171721,20,100,type1
2506,10.03248291,20,100,type1
2507,10.03531995,20,100,type1
2508,10.03606234,20,100,type1
2509,10.04173034,20,100,type1
2510,10.04389272,20,100,type1
2511,10.04777902,20,100,type1
2512,10.04937202,20,100,type1
2513,10.04975832,20,100,type1
2514,10.05375086,20,100,type1
2515,10.05579617,20,100,type1
506,10.05581687,20,300,type2
2516,10.06248292,20,100,type1
2517,10.06403059,20,100,type1
2518,10.06403307,20,100,type1
2519,10.06786826,20,100,type1
2520,10.06827488,20,100,type1
2521,10.07635465,20,100,type1
507,10.08216837,20,300,type2
2522,10.08223484,20,100,type1
2523,10.08841609,20,100,type1
2524,10.09183876,20,100,type1
2525,10.09743532,20,100,type1
2526,10.0999959,20,100,type1
2527,10.10163816,20,100,type1
2528,10.10188342,20,100,type1
2529,10.102685,20,100,type1
2530,10.10976515,20,100,type1
2531,10.11276546,20,100,type1
2532,10.12070611,20,100,type1
2533,10.12106978,20,100,type1
2534,10.1241099,20,100,type1
2535,10.12672032,20,100,type1
2536,10.12721245,20,100,type1
2537,10.12797211,20,100,type1
2538,10.12976599,20,100,type1
2539,10.13303236,20,100,type1
2540,10.13311208,20,100,type1
2541,10.1379762,20,100,type1
2542,10.14679468,20,100,type1
2543,10.14798102,20,100,type1
2544,10.15097652,20,100,type1
2545,10.15176191,20,100,type1
2546,10.15367576,20,100,type1
2547,10.15952583,20,100,type1
2548,10.16003578,20,100,type1
2549,10.16241035,20,100,type1
2550,10.17066193,20,100,type1
2551,10.17932693,20,100,type1
2552,10.18317085,20,100,type1
508,10.18400145,20,300,type2
2553,10.18877179,20,100,type1
2554,10.18994382,20,100,type1
2555,10.20087681,20,100,type1
2556,10.20194906,20,100,type1
2557,10.21293472,20,100,type1
2558,10.21504259,20,100,type1
2559,10.21848915,20,100,type1
2560,10.21977634,20,100,type1
2561,10.21981784,20,100,type1
2562,10.22504353,20,100,type1
2563,10.22674,20,100,type1
2564,10.2319277,20,100,type1
2565,10.23533147,20,100,type1
2566,10.23789722,20,100,type1
2567,10.24060896,20,100,type1
2568,10.24394745,20,100,type1
2569,10.24723419,20,100,type1
2570,10.25389472,20,100,type1
2571,10.25670003,20,100,type1
2572,10.26405211,20,100,type1
2573,10.26519801,20,100,type1
2574,10.26652467,20,100,type1
2575,10.27130012,20,100,type1
2576,10.28189512,20,100,type1
2577,10.28454035,20,100,type1
2578,10.28509211,20,100,type1
2579,10.2881739,20,100,type1
2580,10.28878404,20,100,type1
2581,10.29056684,20,100,type1
2582,10.29342158,20,100,type1
2583,10.29443278,20,100,type1
2584,10.29754058,20,100,type1
2585,10.30304652,20,100,type1
2586,10.30469467,20,100,type1
2587,10.3047735,20,100,type1
2588,10.31793052,20,100,type1
2589,10.31883474,20,100,type1
2590,10.32022701,20,100,type1
2591,10.32266444,20,100,type1
2592,10.32474974,20,100,type1
509,10.327138,20,300,type2
2593,10.32893952,20,100,type1
2594,10.33785223,20,100,type1
2595,10.34391618,20,100,type1
2596,10.34402789,20,100,type1
2597,10.34556402,20,100,type1
2598,10.34671834,20,100,type1
2599,10.35319194,20,100,type1
2600,10.3565981,20,100,type1
2601,10.35904558,20,100,type1
2602,10.35951299,20,100,type1
2603,10.36096285,20,100,type1
2604,10.36147641,20,100,type1
2605,10.36255656,20,100,type1
2606,10.36344254,20,100,type1
2607,10.3690917,20,100,type1
2608,10.37089726,20,100,type1
2609,10.37702167,20,100,type1
2610,10.38212857,20,100,type1
2611,10.38397725,20,100,type1
2612,10.3936599,20,100,type1
2613,10.39732889,20,100,type1
2614,10.39750101,20,100,type1
2615,10.39969782,20,100,type1
2616,10.39983248,20,100,type1
2617,10.40509025,20,100,type1
2618,10.40718752,20,100,type1
2619,10.40894097,20,100,type1
2620,10.4107631,20,100,type1
2621,10.41193592,20,100,type1
2622,10.41248826,20,100,type1
2623,10.41303492,20,100,type1
2624,10.41411648,20,100,type1
2625,10.41477798,20,100,type1
2626,10.41691825,20,100,type1
2627,10.41837027,20,100,type1
510,10.4201892,20,300,type2
2628,10.43252339,20,100,type1
2629,10.43368618,20,100,type1
2630,10.43485412,20,100,type1
2631,10.43735245,20,100,type1
2632,10.43768539,20,100,type1
2633,10.43999328,20,100,type1
2634,10.441876,20,100,type1
2635,10.44348574,20,100,type1
2636,10.44427185,20,100,type1
2637,10.44581372,20,100,type1
2638,10.44688552,20,100,type1
2639,10.45097882,20,100,type1
2640,10.45136321,20,100,type1
2641,10.45195914,20,100,type1
2642,10.45363464,20,100,type1
2643,10.45988725,20,100,type1
2644,10.45994544,20,100,type1
2645,10.46047257,20,100,type1
2646,10.47119046,20,100,type1
2647,10.47519179,20,100,type1
2648,10.48845136,20,100,type1
2649,10.48918467,20,100,type1
2650,10.49555738,20,100,type1
2651,10.49797252,20,100,type1
2652,10.50301729,20,100,type1
2653,10.50594592,20,100,type1
2654,10.50742266,20,100,type1
2655,10.50796694,20,100,type1
2656,10.52202723,20,100,type1
511,10.52265726,20,300,type2
2657,10.52378493,20,100,type1
2658,10.52678204,20,100,type1
2659,10.52770166,20,100,type1
2660,10.52883281,20,100,type1
2661,10.531165,20,100,type1
2662,10.53699488,20,100,type1
2663,10.54274544,20,100,type1
2664,10.55016004,20,100,type1
512,10.56137443,20,300,type2
2665,10.56980556,20,100,type1
513,10.56984759,20,300,type2
514,10.57116431,20,300,type2
2666,10.57135473,20,100,type1
2667,10.57145681,20,100,type1
2668,10.57232199,20,100,type1
2669,10.57474678,20,100,type1
2670,10.5767519,20,100,type1
2671,10.57814482,20,100,type1
2672,10.58358545,20,100,type1
2673,10.58515121,20,100,type1
2674,10.58726348,20,100,type1
2675,10.58831745,20,100,type1
2676,10.5959157,20,100,type1
2677,10.60321592,20,100,type1
2678,10.60842022,20,100,type1
2679,10.61075118,20,100,type1
2680,10.61990958,20,100,type1
2681,10.62203706,20,100,type1
2682,10.62315202,20,100,type1
2683,10.62406351,20,100,type1
2684,10.62438529,20,100,type1
2685,10.62719297,20,100,type1
2686,10.6313858,20,100,type1
2687,10.63239328,20,100,type1
515,10.63250085,20,300,type2
2688,10.63353917,20,100,type1
516,10.63356568,20,300,type2
2689,10.63372448,20,100,type1
2690,10.6384847,20,100,type1
2691,10.63908409,20,100,type1
2692,10.64112863,20,100,type1
2693,10.64686701,20,100,type1
2694,10.64854255,20,100,type1
2695,10.65094115,20,100,type1
2696,10.65419162,20,100,type1
2697,10.65607419,20,100,type1
2698,10.65696873,20,100,type1
2699,10.67187254,20,100,type1
2700,10.67663758,20,100,type1
517,10.67837934,20,300,type2
2701,10.67906652,20,100,type1
2702,10.67978997,20,100,type1
2703,10.68975592,20,100,type1
2704,10.69082532,20,100,type1
518,10.69883537,20,300,type2
2705,10.72756632,20,100,type1
2706,10.73773089,20,100,type1
2707,10.74164487,20,100,type1
2708,10.75146231,20,100,type1
519,10.7534923,20,300,type2
520,10.75932043,20,300,type2
521,10.7910018,20,300,type2
2709,10.83237015,20,100,type1
2710,10.85918339,20,100,type1
2711,10.86035724,20,100,type1
522,10.86759748,20,300,type2
2712,10.87024753,20,100,type1
2713,10.88709581,20,100,type1
523,10.97423396,20,300,type2
2714,10.97460814,20,100,type1
2715,10.99722345,20,100,type1
524,11.01560452,20,300,type2
525,11.04121832,20,300,type2
2716,11.05004855,20,100,type1
2717,11.05291391,20,100,type1
2718,11.05886403,20,100,type1
2719,11.08539144,20,100,type1
2720,11.08727323,20,100,type1
526,11.09979063,20,300,type2
2721,11.1363443,20,100,type1
527,11.1442342,20,300,type2
2722,11.15687472,20,100,type1
2723,11.1692665,20,100,type1
2724,11.17396089,20,100,type1
2725,11.17725522,20,100,type1
2726,11.18224144,20,100,type1
2727,11.18340708,20,100,type1
2728,11.19007769,20,100,type1
2729,11.19065404,20,100,type1
528,11.19125195,20,300,type2
2730,11.20112963,20,100,type1
2731,11.20656409,20,100,type1
2732,11.20698975,20,100,type1
2733,11.2076733,20,100,type1
2734,11.21271048,20,100,type1
2735,11.21286323,20,100,type1
2736,11.21780791,20,100,type1
529,11.21866397,20,300,type2
2737,11.21972485,20,100,type1
2738,11.21977712,20,100,type1
2739,11.22394098,20,100,type1
2740,11.22410375,20,100,type1
2741,11.22433614,20,100,type1
2742,11.22531589,20,100,type1
2743,11.22595365,20,100,type1
2744,11.22638146,20,100,type1
2745,11.23084416,20,100,type1
2746,11.23760813,20,100,type1
2747,11.23855991,20,100,type1
2748,11.24182057,20,100,type1
2749,11.2449591,20,100,type1
2750,11.25567147,20,100,type1
2751,11.25787752,20,100,type1
2752,11.26112592,20,100,type1
2753,11.26177413,20,100,type1
2754,11.26599945,20,100,type1
2755,11.2660949,20,100,type1
2756,11.26680454,20,100,type1
2757,11.26846526,20,100,type1
2758,11.27080751,20,100,type1
2759,11.2718436,20,100,type1
2760,11.27466819,20,100,type1
2761,11.2774751,20,100,type1
2762,11.28341606,20,100,type1
2763,11.28831919,20,100,type1
2764,11.29129601,20,100,type1
2765,11.29372073,20,100,type1
2766,11.29442567,20,100,type1
530,11.29488146,20,300,type2
2767,11.29831257,20,100,type1
2768,11.29896391,20,100,type1
531,11.30282459,20,300,type2
2769,11.30544482,20,100,type1
2770,11.30656277,20,100,type1
2771,11.31411875,20,100,type1
2772,11.3237739,20,100,type1
2773,11.3242977,20,100,type1
2774,11.32509639,20,100,type1
2775,11.32939478,20,100,type1
2776,11.33319496,20,100,type1
2777,11.34122292,20,100,type1
532,11.34134763,20,300,type2
2778,11.35092038,20,100,type1
2779,11.35866445,20,100,type1
2780,11.36083024,20,100,type1
2781,11.36099554,20,100,type1
2782,11.36182951,20,100,type1
2783,11.3679273,20,100,type1
2784,11.37313625,20,100,type1
2785,11.37353482,20,100,type1
2786,11.38087652,20,100,type1
2787,11.3833021,20,100,type1
2788,11.38500144,20,100,type1
2789,11.38603435,20,100,type1
2790,11.38801952,20,100,type1
2791,11.40482917,20,100,type1
2792,11.4083567,20,100,type1
2793,11.40840691,20,100,type1
2794,11.40953617,20,100,type1
2795,11.41780862,20,100,type1
2796,11.42346433,20,100,type1
2797,11.42776286,20,100,type1
2798,11.4277981,20,100,type1
2799,11.4336215,20,100,type1
2800,11.43371401,20,100,type1
2801,11.43373151,20,100,type1
533,11.43530199,20,300,type2
2802,11.44149955,20,100,type1
2803,11.44364567,20,100,type1
2804,11.4471028,20,100,type1
534,11.45512579,20,300,type2
2805,11.45585126,20,100,type1
535,11.45857682,20,300,type2
2806,11.46045108,20,100,type1
2807,11.46072433,20,100,type1
2808,11.47168088,20,100,type1
2809,11.47596372,20,100,type1
2810,11.47688364,20,100,type1
2811,11.47773309,20,100,type1
2812,11.47830983,20,100,type1
2813,11.48444914,20,100,type1
2814,11.48570471,20,100,type1
536,11.48689508,20,300,type2
537,11.48832445,20,300,type2
2815,11.48948249,20,100,type1
2816,11.48950054,20,100,type1
2817,11.48952651,20,100,type1
2818,11.49205017,20,100,type1
2819,11.50053145,20,100,type1
2820,11.50267654,20,100,type1
2821,11.50636751,20,100,type1
2822,11.50826246,20,100,type1
2823,11.50945857,20,100,type1
2824,11.511262,20,100,type1
538,11.51465677,20,300,type2
2825,11.51765142,20,100,type1
2826,11.52346048,20,100,type1
2827,11.52862285,20,100,type1
2828,11.52892635,20,100,type1
2829,11.52986957,20,100,type1
2830,11.53718931,20,100,type1
2831,11.53858271,20,100,type1
2832,11.55554909,20,100,type1
2833,11.56003878,20,100,type1
2834,11.56600814,20,100,type1
2835,11.5681238,20,100,type1
2836,11.5689618,20,100,type1
2837,11.57131049,20,100,type1
2838,11.57180832,20,100,type1
2839,11.57853627,20,100,type1
2840,11.57876626,20,100,type1
2841,11.58151574,20,100,type1
2842,11.58276758,20,100,type1
2843,11.58950808,20,100,type1
2844,11.59692505,20,100,type1
2845,11.59917967,20,100,type1
2846,11.60260552,20,100,type1
2847,11.60421069,20,100,type1
2848,11.61001429,20,100,type1
2849,11.62000093,20,100,type1
2850,11.62104486,20,100,type1
2851,11.63254876,20,100,type1
2852,11.632953,20,100,type1
2853,11.63481156,20,100,type1
2854,11.63925637,20,100,type1
2855,11.64672008,20,100,type1
2856,11.64777972,20,100,type1
2857,11.65082699,20,100,type1
2858,11.65175244,20,100,type1
2859,11.65657413,20,100,type1
2860,11.65843835,20,100,type1
2861,11.66334097,20,100,type1
2862,11.66415983,20,100,type1
2863,11.66891714,20,100,type1
2864,11.6738068,20,100,type1
2865,11.67415657,20,100,type1
2866,11.6756175,20,100,type1
2867,11.68267215,20,100,type1
2868,11.68626311,20,100,type1
2869,11.68678544,20,100,type1
2870,11.68850044,20,100,type1
2871,11.69028173,20,100,type1
2872,11.69139754,20,100,type1
2873,11.69200989,20,100,type1
2874,11.69211829,20,100,type1
2875,11.70749763,20,100,type1
2876,11.70967803,20,100,type1
2877,11.71086347,20,100,type1
2878,11.71881675,20,100,type1
2879,11.72041057,20,100,type1
2880,11.72170703,20,100,type1
2881,11.72320261,20,100,type1
2882,11.72579052,20,100,type1
2883,11.72815287,20,100,type1
2884,11.73043911,20,100,type1
2885,11.74461878,20,100,type1
2886,11.75477895,20,100,type1
2887,11.76026144,20,100,type1
2888,11.76323531,20,100,type1
2889,11.76643174,20,100,type1
539,11.76883162,20,300,type2
2890,11.77163106,20,100,type1
540,11.77363254,20,300,type2
541,11.77807581,20,300,type2
2891,11.78007359,20,100,type1
2892,11.78367938,20,100,type1
2893,11.78420412,20,100,type1
2894,11.78602097,20,100,type1
2895,11.78798104,20,100,type1
2896,11.79225833,20,100,type1
2897,11.79944607,20,100,type1
2898,11.8052388,20,100,type1
2899,11.81015092,20,100,type1
2900,11.81183361,20,100,type1
2901,11.81643181,20,100,type1
2902,11.8179135,20,100,type1
2903,11.8254146,20,100,type1
2904,11.82985101,20,100,type1
2905,11.83075476,20,100,type1
2906,11.83115657,20,100,type1
2907,11.83301797,20,100,type1
2908,11.83308963,20,100,type1
2909,11.83496079,20,100,type1
2910,11.83562471,20,100,type1
2911,11.84671402,20,100,type1
2912,11.84952126,20,100,type1
2913,11.85023801,20,100,type1
2914,11.8521206,20,100,type1
2915,11.85376744,20,100,type1
2916,11.85638769,20,100,type1
2917,11.859183,20,100,type1
542,11.86127297,20,300,type2
2918,11.86800947,20,100,type1
2919,11.8763918,20,100,type1
2920,11.87813662,20,100,type1
2921,11.88152704,20,100,type1
2922,11.8878355,20,100,type1
2923,11.8967136,20,100,type1
2924,11.8970676,20,100,type1
2925,11.89754851,20,100,type1
543,11.89942963,20,300,type2
2926,11.90340655,20,100,type1
2927,11.90704517,20,100,type1
2928,11.9101549,20,100,type1
2929,11.91448016,20,100,type1
2930,11.9174276,20,100,type1
2931,11.92105883,20,100,type1
2932,11.92127929,20,100,type1
2933,11.92399848,20,100,type1
2934,11.92733498,20,100,type1
2935,11.92794744,20,100,type1
2936,11.93058629,20,100,type1
2937,11.93239952,20,100,type1
2938,11.93249964,20,100,type1
2939,11.93315523,20,100,type1
2940,11.93381644,20,100,type1
2941,11.94086846,20,100,type1
2942,11.94593526,20,100,type1
2943,11.95279198,20,100,type1
2944,11.95563301,20,100,type1
2945,11.95752726,20,100,type1
2946,11.95770702,20,100,type1
2947,11.96325255,20,100,type1
2948,11.96671954,20,100,type1
2949,11.96815478,20,100,type1
2950,11.96924621,20,100,type1
544,11.97538678,20,300,type2
2951,11.97601554,20,100,type1
2952,11.98196761,20,100,type1
