arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type,arrival_rate_update
12.38644793,25,25,type1,300
12.38983673,25,25,type1,300
12.39113959,25,75,type2,100
12.3911818,25,125,type3,50
12.39225913,25,25,type1,300
12.39304838,25,25,type1,300
12.39334222,25,75,type2,100
12.39342157,25,25,type1,300
12.3934746,25,25,type1,300
12.39487661,25,75,type2,100
12.3992454,25,75,type2,100
12.39983623,25,75,type2,100
12.40010949,25,25,type1,300
12.40353407,25,25,type1,300
12.40378457,25,125,type3,50
12.40423715,25,75,type2,100
12.40630526,25,25,type1,300
12.40649492,25,25,type1,300
12.41075211,25,25,type1,300
12.41227072,25,25,type1,300
12.41495356,25,125,type3,50
12.4166456,25,75,type2,100
12.41727605,25,25,type1,300
12.41746653,25,25,type1,300
12.41822655,25,25,type1,300
12.41982958,25,25,type1,300
12.42378013,25,25,type1,300
12.42378736,25,125,type3,50
12.42501761,25,25,type1,300
12.42565009,25,25,type1,300
12.42604478,25,25,type1,300
12.42681213,25,75,type2,100
12.42681531,25,25,type1,300
12.43237246,25,125,type3,50
12.43395413,25,25,type1,300
12.43477528,25,25,type1,300
12.44422073,25,25,type1,300
12.44562766,25,25,type1,300
12.44814271,25,25,type1,300
12.44817068,25,25,type1,300
12.4487457,25,25,type1,300
12.44909551,25,25,type1,300
12.45264199,25,25,type1,300
12.45362166,25,25,type1,300
12.45425441,25,25,type1,300
12.45469656,25,75,type2,100
12.45625425,25,25,type1,300
12.45736232,25,25,type1,300
12.4587987,25,25,type1,300
12.46453944,25,125,type3,50
12.4648798,25,125,type3,50
12.46890247,25,25,type1,300
12.47649635,25,75,type2,100
12.47887555,25,125,type3,50
12.47953929,25,25,type1,300
12.48189796,25,25,type1,300
12.48228058,25,25,type1,300
12.48389095,25,125,type3,50
12.48418644,25,75,type2,100
12.48656746,25,25,type1,300
12.49047658,25,25,type1,300
12.49341795,25,25,type1,300
12.49413241,25,25,type1,300
12.49471702,25,125,type3,50
12.49835073,25,125,type3,50
12.49878915,25,25,type1,300
12.50017165,25,25,type1,300
12.5017052,25,25,type1,300
12.50750517,25,25,type1,300
12.50780557,25,125,type3,50
12.50980758,25,25,type1,300
12.51045239,25,25,type1,300
12.5149979,25,25,type1,300
12.51712921,25,25,type1,300
12.5173592,25,25,type1,300
12.51876321,25,75,type2,100
12.51927274,25,125,type3,50
12.52135028,25,125,type3,50
12.52190822,25,25,type1,300
12.53186767,25,25,type1,300
12.53256764,25,175,type4,25
12.54026882,25,25,type1,300
12.54048534,25,25,type1,300
12.54076302,25,25,type1,300
12.5433277,25,25,type1,300
12.54901196,25,25,type1,300
12.55007114,25,25,type1,300
12.55161639,25,125,type3,50
12.55178254,25,25,type1,300
12.5626901,25,25,type1,300
12.56351732,25,25,type1,300
12.56608189,25,25,type1,300
12.56677798,25,25,type1,300
12.56767954,25,75,type2,100
12.57046511,25,25,type1,300
12.57068457,25,75,type2,100
12.57424647,25,75,type2,100
12.57540925,25,75,type2,100
12.57562633,25,125,type3,50
12.57929423,25,25,type1,300
12.58025807,25,175,type4,25
12.5817938,25,25,type1,300
12.58574915,25,125,type3,50
12.58738009,25,25,type1,300
12.59277772,25,25,type1,300
12.59778145,25,25,type1,300
12.59932542,25,25,type1,300
12.5994468,25,75,type2,100
12.59970354,25,175,type4,25
12.60170996,25,175,type4,25
12.60243589,25,25,type1,300
12.60405493,25,75,type2,100
12.6073838,25,25,type1,300
12.6101989,25,125,type3,50
12.61693578,25,75,type2,100
12.61740177,25,25,type1,300
12.62534448,25,25,type1,300
12.62866519,25,25,type1,300
12.62879782,25,75,type2,100
12.62937778,25,25,type1,300
12.64155809,25,75,type2,100
12.64222418,25,75,type2,100
12.64281833,25,125,type3,50
12.64818972,25,75,type2,100
12.648785,25,25,type1,50
12.65047288,25,25,type1,50
12.65410325,25,175,type4,25
12.66061029,25,75,type2,100
12.66160173,25,25,type1,50
12.66206518,25,25,type1,50
12.66512968,25,175,type4,25
12.66614721,25,175,type4,25
12.6698442,25,75,type2,100
12.6747896,25,75,type2,100
12.67771209,25,25,type1,50
12.68005653,25,125,type3,50
12.68455945,25,175,type4,25
12.68714705,25,75,type2,100
12.68780172,25,75,type2,100
12.69130908,25,25,type1,50
12.6952027,25,75,type2,100
12.69854231,25,25,type1,50
12.70096747,25,175,type4,25
12.70492887,25,125,type3,50
12.70556007,25,75,type2,100
12.7169647,25,75,type2,100
12.71818672,25,25,type1,50
12.71882808,25,25,type1,50
12.72415687,25,175,type4,25
12.72457499,25,75,type2,100
12.72824049,25,125,type3,50
12.73331237,25,175,type4,25
12.73470457,25,75,type2,100
12.73514476,25,25,type1,50
12.73981878,25,25,type1,50
12.75162166,25,125,type3,50
12.75213308,25,75,type2,100
12.75405559,25,125,type3,50
12.75833267,25,25,type1,50
12.76685562,25,75,type2,100
12.77219137,25,25,type1,50
12.78769719,25,75,type2,100
12.78851856,25,75,type2,100
12.79166383,25,75,type2,100
12.806138,25,25,type1,50
12.80667706,25,125,type3,50
12.80938993,25,75,type2,100
12.81736346,25,75,type2,100
12.81758618,25,25,type1,50
12.82141658,25,25,type1,50
12.82264384,25,25,type1,50
12.8226734,25,125,type3,50
12.83116862,25,125,type3,50
12.8378258,25,125,type3,50
12.84375317,25,25,type1,50
12.84537371,25,75,type2,100
12.85020391,25,75,type2,100
12.85516264,25,175,type4,25
12.85990795,25,25,type1,50
12.87471695,25,25,type1,50
12.87765874,25,75,type2,100
12.88443022,25,75,type2,100
12.88898139,25,75,type2,100
12.89680037,25,75,type2,100
12.89697421,25,175,type4,25
12.89834863,25,175,type4,25
12.89930884,25,75,type2,100
12.90192489,25,75,type2,100
12.9036806,25,125,type3,50
12.90729041,25,25,type1,50
12.91438056,25,75,type2,100
12.92646728,25,125,type3,50
12.93054349,25,75,type2,100
12.93059401,25,75,type2,100
12.9432893,25,25,type1,50
12.94740768,25,75,type2,100
12.96139473,25,125,type3,50
12.96312919,25,125,type3,50
12.96484819,25,125,type3,50
12.96737688,25,75,type2,100
12.96802984,25,75,type2,100
12.97451165,25,75,type2,100
12.97808277,25,75,type2,100
12.98382711,25,125,type3,50
12.99422342,25,125,type3,50
12.99815934,25,125,type3,50
13.00102382,25,75,type2,100
13.00447517,25,125,type3,50
13.02080924,25,75,type2,100
13.02210113,25,25,type1,50
13.02391334,25,125,type3,50
13.02574122,25,75,type2,100
13.02712808,25,175,type4,25
13.02733537,25,75,type2,100
13.02788834,25,75,type2,100
13.03139269,25,75,type2,100
13.03191535,25,125,type3,50
13.03332059,25,25,type1,50
13.0346069,25,125,type3,50
13.03917967,25,75,type2,100
13.04575477,25,25,type1,50
13.04582294,25,75,type2,100
13.05373016,25,125,type3,50
13.05605589,25,25,type1,50
13.06372696,25,75,type2,100
13.06561834,25,75,type2,100
13.0725655,25,25,type1,50
13.07316623,25,125,type3,50
13.09252597,25,75,type2,100
13.11387198,25,125,type3,50
13.11644258,25,125,type3,50
13.11959871,25,125,type3,50
13.13457989,25,25,type1,50
13.13726047,25,75,type2,100
13.13874842,25,25,type1,50
13.14335108,25,25,type1,50
13.14455407,25,125,type3,50
13.14546994,25,125,type3,50
13.15267529,25,75,type2,100
13.15427411,25,75,type2,100
13.17440202,25,75,type2,100
13.18548878,25,75,type2,100
13.1894862,25,125,type3,50
13.19006478,25,25,type1,50
13.19015748,25,175,type4,25
13.19243845,25,125,type3,50
13.19251121,25,75,type2,100
13.19400942,25,125,type3,50
13.19423738,25,75,type2,100
13.20294479,25,25,type1,50
13.20721251,25,125,type3,50
13.20775716,25,75,type2,100
13.21158264,25,75,type2,100
13.21481385,25,75,type2,100
13.2230036,25,25,type1,50
13.2303251,25,75,type2,100
13.23283563,25,25,type1,50
13.24156763,25,75,type2,100
13.2490768,25,175,type4,25
13.25074342,25,75,type2,100
13.25152283,25,75,type2,100
13.25159416,25,125,type3,50
13.25868045,25,75,type2,100
13.26306066,25,75,type2,100
13.27605507,25,75,type2,100
13.28896474,25,125,type3,10
13.29048834,25,75,type2,100
13.29138542,25,75,type2,100
13.29234861,25,75,type2,100
13.30359939,25,75,type2,100
13.30398985,25,25,type1,50
13.31165903,25,25,type1,50
13.31445446,25,75,type2,100
13.31881197,25,75,type2,100
13.32171622,25,75,type2,100
13.32294561,25,75,type2,100
13.32320494,25,75,type2,100
13.32840735,25,25,type1,50
13.32885665,25,175,type4,25
13.3336376,25,25,type1,50
13.33848541,25,75,type2,100
13.3427126,25,25,type1,50
13.3447697,25,125,type3,10
13.34756746,25,75,type2,100
13.34825756,25,75,type2,100
13.34914498,25,75,type2,100
13.35043522,25,175,type4,25
13.35131954,25,75,type2,100
13.36521681,25,25,type1,50
13.37666209,25,75,type2,100
13.38556519,25,75,type2,100
13.38662952,25,25,type1,50
13.39169785,25,25,type1,50
13.39173391,25,75,type2,100
13.39258604,25,175,type4,25
13.39909115,25,75,type2,100
13.40554941,25,25,type1,50
13.40668758,25,175,type4,25
13.40787626,25,75,type2,100
13.42198211,25,175,type4,25
13.42926032,25,75,type2,100
13.44656271,25,75,type2,20
13.45181773,25,25,type1,50
13.45894313,25,25,type1,50
13.46679769,25,25,type1,50
13.48259744,25,175,type4,25
13.48355077,25,175,type4,25
13.49117146,25,25,type1,50
13.49186074,25,175,type4,25
13.49286039,25,175,type4,25
13.50219398,25,175,type4,25
13.51244221,25,175,type4,25
13.5128453,25,75,type2,20
13.51304471,25,175,type4,25
13.51633906,25,175,type4,25
13.51847613,25,175,type4,25
13.52525016,25,75,type2,20
13.53577098,25,125,type3,10
13.53593187,25,25,type1,50
13.53735663,25,25,type1,50
13.54020401,25,75,type2,20
13.54521781,25,25,type1,50
13.54645422,25,75,type2,20
13.5523127,25,25,type1,50
13.55779097,25,25,type1,50
13.59438685,25,25,type1,50
13.59453512,25,75,type2,20
13.59493831,25,25,type1,50
13.60951298,25,75,type2,20
13.6391664,25,25,type1,50
13.66522283,25,25,type1,50
13.66831553,25,25,type1,50
13.67939588,25,175,type4,25
13.69013031,25,75,type2,20
13.71915203,25,25,type1,50
13.7199747,25,25,type1,50
13.73117075,25,175,type4,25
13.7518764,25,25,type1,50
13.76579321,25,75,type2,20
13.77790055,25,125,type3,10
13.80145907,25,75,type2,20
13.80209889,25,25,type1,50
13.80703121,25,25,type1,50
13.81914211,25,25,type1,50
13.84562851,25,25,type1,50
13.87350603,25,175,type4,25
13.88990997,25,25,type1,50
13.89831372,25,25,type1,50
13.90906024,25,75,type2,100
13.91249554,25,75,type2,100
13.91323166,25,175,type4,25
13.9209362,25,175,type4,25
13.9286563,25,25,type1,50
13.93356595,25,25,type1,50
13.93423031,25,25,type1,50
13.93468242,25,75,type2,100
13.94166161,25,75,type2,100
13.96653397,25,75,type2,100
13.97954297,25,75,type2,100
13.98025505,25,25,type1,50
13.99409094,25,75,type2,100
14.01422229,25,75,type2,100
14.02015436,25,175,type4,25
14.02991018,25,175,type4,25
14.03378211,25,75,type2,100
14.05019001,25,75,type2,100
14.05126992,25,175,type4,25
14.06020872,25,75,type2,100
14.06307305,25,75,type2,100
14.06396804,25,25,type1,50
14.06726057,25,25,type1,50
14.07511393,25,25,type1,50
14.07717109,25,75,type2,100
14.09129007,25,175,type4,25
14.09265528,25,125,type3,10
14.0952116,25,75,type2,100
14.10321027,25,75,type2,100
14.10405777,25,25,type1,50
14.10570993,25,25,type1,50
14.10835615,25,175,type4,25
14.11527501,25,75,type2,100
14.12590567,25,75,type2,100
14.13104182,25,75,type2,100
14.1313271,25,75,type2,100
14.13295068,25,25,type1,50
14.13972724,25,75,type2,100
14.1419032,25,75,type2,100
14.14370231,25,175,type4,25
14.14874711,25,125,type3,10
14.14909387,25,25,type1,50
14.16286649,25,25,type1,50
14.16631881,25,75,type2,100
14.16844611,25,75,type2,100
14.19715119,25,25,type1,50
14.20230051,25,75,type2,100
14.20283218,25,175,type4,25
14.20307638,25,75,type2,100
14.20366372,25,75,type2,100
14.2076576,25,25,type1,50
14.21097477,25,75,type2,100
14.23110975,25,75,type2,100
14.23506989,25,75,type2,100
14.24427193,25,75,type2,100
14.25239221,25,75,type2,100
14.2551463,25,25,type1,50
14.2582221,25,75,type2,100
14.26050291,25,75,type2,100
14.26503493,25,25,type1,50
14.2759119,25,125,type3,10
14.27614755,25,75,type2,100
14.28080949,25,25,type1,50
14.28963246,25,75,type2,100
14.30108506,25,75,type2,100
14.31526067,25,75,type2,100
14.31568034,25,25,type1,50
14.32283614,25,75,type2,100
14.32300763,25,75,type2,100
14.34615598,25,75,type2,100
14.36330073,25,75,type2,100
14.36457385,25,75,type2,100
14.38227121,25,75,type2,100
14.39099445,25,75,type2,100
14.40159137,25,75,type2,100
14.40400662,25,75,type2,100
14.41168553,25,75,type2,100
14.41196653,25,75,type2,100
14.41648597,25,75,type2,100
14.41676036,25,125,type3,10
14.42756729,25,25,type1,50
14.45186192,25,25,type1,50
14.45722715,25,125,type3,10
14.46422189,25,25,type1,50
14.47686863,25,125,type3,10
14.47824937,25,75,type2,100
14.49221021,25,75,type2,100
14.50132008,25,75,type2,100
14.50218448,25,25,type1,50
14.50456277,25,75,type2,100
14.51121047,25,75,type2,100
14.51413826,25,75,type2,100
14.51640927,25,75,type2,100
14.52321284,25,25,type1,50
14.52596955,25,75,type2,100
14.53130683,25,75,type2,100
14.53155023,25,75,type2,100
14.53920825,25,25,type1,50
14.5442733,25,75,type2,100
14.54653085,25,75,type2,100
14.55207173,25,25,type1,50
14.55760307,25,75,type2,100
14.57326394,25,25,type1,50
14.58843103,25,75,type2,100
14.59297472,25,25,type1,50
14.60139056,25,75,type2,100
14.60292884,25,25,type1,50
14.6120524,25,125,type3,10
14.62012414,25,75,type2,100
14.62535725,25,25,type1,50
14.62555952,25,25,type1,50
14.62616832,25,75,type2,100
14.62741868,25,25,type1,50
14.63240174,25,75,type2,100
14.63564817,25,75,type2,100
14.6424849,25,175,type4,1
14.65262251,25,75,type2,100
14.65621126,25,75,type2,100
14.66292747,25,25,type1,50
14.6646529,25,75,type2,100
14.6700273,25,25,type1,50
14.68638614,25,25,type1,50
14.70947293,25,75,type2,100
14.71019903,25,75,type2,100
14.71030707,25,75,type2,100
14.7117993,25,75,type2,100
14.71511068,25,75,type2,100
14.71792193,25,75,type2,100
14.72650889,25,75,type2,100
14.74167324,25,25,type1,50
14.75475924,25,25,type1,50
14.76472385,25,75,type2,100
14.77777944,25,75,type2,100
14.77907589,25,75,type2,100
14.78331206,25,25,type1,50
14.78472488,25,75,type2,100
14.81557607,25,75,type2,100
14.81720126,25,25,type1,50
14.81822917,25,75,type2,100
14.82024386,25,75,type2,100
14.83210782,25,75,type2,100
14.83288336,25,75,type2,100
14.83645205,25,125,type3,10
14.86208557,25,25,type1,50
14.88135963,25,75,type2,100
14.88220625,25,25,type1,50
14.8871984,25,75,type2,100
14.8886343,25,75,type2,100
14.88931693,25,75,type2,100
14.89296044,25,25,type1,50
14.89595806,25,75,type2,100
14.89808129,25,75,type2,100
14.91236576,25,25,type1,50
14.91345438,25,75,type2,100
14.92372455,25,75,type2,100
14.92439087,25,75,type2,100
14.93340643,25,25,type1,50
14.95729355,25,75,type2,100
14.95878488,25,25,type1,50
14.96121859,25,75,type2,100
14.96415742,25,75,type2,100
14.96525801,25,75,type2,100
14.96795656,25,75,type2,100
14.97298019,25,75,type2,100
14.97923556,25,25,type1,50
14.99206784,25,25,type1,50
14.99482044,25,25,type1,50
14.99902232,25,75,type2,100
15.00321401,25,125,type3,10
15.02334082,25,25,type1,50
15.02556701,25,75,type2,100
15.03116337,25,75,type2,100
15.03516642,25,75,type2,100
15.03823772,25,75,type2,100
15.05397485,25,25,type1,50
15.06161587,25,75,type2,100
15.07116593,25,75,type2,100
15.07597156,25,75,type2,100
15.10072575,25,25,type1,50
15.11086581,25,75,type2,100
15.11627019,25,75,type2,100
15.11790669,25,25,type1,50
15.12165405,25,125,type3,10
15.12447281,25,25,type1,50
15.13090956,25,75,type2,100
15.13288843,25,75,type2,100
15.13429351,25,75,type2,100
15.14522415,25,125,type3,50
15.1632485,25,75,type2,100
15.16560551,25,75,type2,100
15.16860034,25,25,type1,50
15.18841192,25,125,type3,50
15.19687838,25,25,type1,50
15.20046576,25,25,type1,50
15.2014942,25,75,type2,100
15.20398721,25,125,type3,50
15.20968966,25,125,type3,50
15.20994613,25,75,type2,100
15.21290404,25,125,type3,50
15.21519715,25,75,type2,100
15.21933665,25,25,type1,50
15.22172897,25,75,type2,100
15.2234133,25,25,type1,50
15.22427926,25,125,type3,50
15.22906113,25,125,type3,50
15.22991919,25,25,type1,50
15.23179149,25,125,type3,50
15.24520314,25,25,type1,50
15.24799721,25,25,type1,50
15.25333351,25,75,type2,100
15.25404779,25,75,type2,100
15.26498729,25,75,type2,100
15.27255033,25,25,type1,50
15.27936657,25,75,type2,100
15.28081328,25,25,type1,50
15.28383767,25,125,type3,50
15.28410296,25,75,type2,100
15.28420764,25,125,type3,50
15.29983834,25,125,type3,50
15.30551689,25,75,type2,100
15.30784916,25,125,type3,50
15.31432623,25,125,type3,50
15.32235423,25,25,type1,50
15.33419558,25,75,type2,100
15.33748386,25,125,type3,50
15.37977309,25,75,type2,20
15.38843907,25,25,type1,50
15.39236823,25,25,type1,50
15.39938398,25,25,type1,50
15.39940634,25,25,type1,50
15.40690672,25,25,type1,50
15.41157876,25,25,type1,50
15.42553585,25,75,type2,20
15.43207238,25,125,type3,50
15.44344842,25,25,type1,50
15.47296993,25,25,type1,50
15.48383872,25,125,type3,50
15.49343805,25,125,type3,50
15.49703149,25,125,type3,50
15.50217539,25,125,type3,50
15.51260391,25,125,type3,50
15.51887169,25,175,type4,1
15.52967119,25,125,type3,50
15.53438965,25,125,type3,50
15.53877234,25,125,type3,50
15.56163383,25,125,type3,50
15.57056643,25,75,type2,20
15.57197768,25,25,type1,50
15.57496992,25,125,type3,50
15.57995176,25,125,type3,50
15.59429529,25,75,type2,20
15.59461784,25,125,type3,50
15.59640205,25,75,type2,20
15.60549839,25,25,type1,50
15.61287031,25,75,type2,20
15.64393146,25,125,type3,50
15.64478899,25,25,type1,50
15.64764375,25,25,type1,50
15.64845499,25,25,type1,50
15.65364363,25,25,type1,50
15.6549076,25,25,type1,50
15.66518738,25,25,type1,50
15.67621339,25,25,type1,50
15.67981163,25,125,type3,50
15.68086437,25,125,type3,50
15.69033022,25,75,type2,20
15.69034426,25,25,type1,50
15.69651142,25,125,type3,50
15.69667764,25,25,type1,50
15.70001243,25,25,type1,50
15.70013804,25,25,type1,50
15.70138078,25,125,type3,50
15.70513715,25,125,type3,50
15.70529946,25,75,type2,20
15.70599626,25,25,type1,50
15.72195831,25,125,type3,50
15.73930646,25,125,type3,50
15.74795179,25,25,type1,50
15.76350086,25,25,type1,50
15.7645015,25,25,type1,50
15.76465334,25,25,type1,50
15.76858224,25,75,type2,20
15.7687549,25,125,type3,50
15.78174198,25,75,type2,20
15.78246375,25,175,type4,1
15.78887128,25,125,type3,50
15.79811453,25,75,type2,20
15.80121334,25,125,type3,50
15.81054483,25,125,type3,50
15.81312612,25,25,type1,50
15.81951508,25,25,type1,50
15.82847805,25,25,type1,50
15.82988128,25,25,type1,50
15.84226267,25,125,type3,50
15.84798347,25,75,type2,20
15.84995387,25,25,type1,50
15.86335196,25,75,type2,20
15.87149483,25,25,type1,50
15.88473389,25,125,type3,50
15.88957382,25,125,type3,50
15.89555796,25,75,type2,20
15.89578826,25,125,type3,50
15.91191166,25,125,type3,50
15.91535097,25,25,type1,50
15.93128419,25,125,type3,50
15.93478328,25,25,type1,50
15.93489885,25,25,type1,50
15.93876122,25,25,type1,50
15.94546468,25,25,type1,50
15.94722936,25,25,type1,50
15.94801225,25,25,type1,50
15.94809615,25,125,type3,50
15.9615955,25,25,type1,50
15.97133604,25,175,type4,1
16.00444708,25,125,type3,50
16.00754346,25,25,type1,50
16.01253565,25,25,type1,50
16.01607069,25,25,type1,50
16.01669831,25,75,type2,20
16.01731923,25,75,type2,20
16.01812395,25,125,type3,50
16.03069084,25,25,type1,50
16.04318979,25,75,type2,20
16.04662203,25,25,type1,50
16.04745979,25,125,type3,50
16.04829541,25,175,type4,1
16.05850648,25,25,type1,50
16.06156413,25,25,type1,50
16.06400957,25,125,type3,50
16.06521288,25,25,type1,50
16.06704609,25,125,type3,50
16.06842753,25,125,type3,50
16.07079104,25,125,type3,50
16.07080906,25,125,type3,50
16.07894948,25,25,type1,50
16.08199864,25,25,type1,50
16.0831325,25,25,type1,50
16.08528036,25,125,type3,50
16.10094788,25,25,type1,50
16.10321957,25,25,type1,50
16.11076156,25,25,type1,50
16.11199078,25,25,type1,50
16.11880285,25,125,type3,50
16.18057853,25,125,type3,50
16.1870127,25,125,type3,50
16.18965526,25,125,type3,50
16.19521218,25,125,type3,50
16.20725929,25,25,type1,50
16.21342098,25,25,type1,50
16.21397503,25,25,type1,50
16.21446152,25,25,type1,50
16.22025231,25,25,type1,50
16.22506443,25,125,type3,50
16.22807754,25,175,type4,1
16.24337813,25,125,type3,50
16.24437795,25,125,type3,50
16.28702106,25,25,type1,50
16.29255404,25,75,type2,20
16.29624052,25,125,type3,50
16.2993655,25,25,type1,50
16.29941895,25,25,type1,50
16.31430134,25,125,type3,50
16.33429265,25,75,type2,20
16.33574967,25,25,type1,50
16.34485529,25,75,type2,20
16.35104186,25,25,type1,50
16.37399133,25,75,type2,20
16.41278743,25,25,type1,50
16.42019038,25,25,type1,50
16.4353539,25,25,type1,50
16.43573309,25,25,type1,50
16.44465583,25,75,type2,20
16.45147619,25,25,type1,50
16.46109931,25,75,type2,20
16.47187899,25,25,type1,50
16.47293924,25,125,type3,50
16.49850197,25,125,type3,50
16.51685115,25,125,type3,50
16.5238319,25,125,type3,50
16.53067956,25,125,type3,50
16.55262877,25,125,type3,50
16.55407403,25,25,type1,50
16.5689014,25,25,type1,50
16.57409989,25,25,type1,50
16.57463512,25,25,type1,50
16.57700392,25,25,type1,50
16.5799484,25,125,type3,50
16.58449032,25,125,type3,50
16.59042554,25,25,type1,50
16.59951519,25,125,type3,50
16.61053626,25,75,type2,20
16.62746214,25,75,type2,20
16.63723894,25,75,type2,20
16.63748481,25,25,type1,50
16.6442906,25,25,type1,50
16.65071521,25,125,type3,50
16.65314332,25,75,type2,20
16.65869884,25,125,type3,50
16.66371,25,125,type3,50
16.66740079,25,25,type1,50
16.66902111,25,25,type1,50
16.67496851,25,25,type1,50
16.67503948,25,25,type1,50
16.70709638,25,175,type4,1
16.71799494,25,25,type1,50
16.72587688,25,25,type1,50
16.72644643,25,25,type1,50
16.74591931,25,125,type3,50
16.76255927,25,125,type3,50
16.76906684,25,75,type2,20
16.76945112,25,25,type1,50
16.79261151,25,125,type3,50
16.79359056,25,125,type3,50
16.80457889,25,75,type2,20
16.82847291,25,125,type3,50
16.86808061,25,125,type3,50
16.87368152,25,125,type3,50
16.90095716,25,25,type1,50
16.90544768,25,25,type1,50
16.91086531,25,75,type2,20
16.93689437,25,25,type1,50
16.93942541,25,25,type1,50
16.94454575,25,25,type1,50
16.97311484,25,125,type3,50
16.97476116,25,25,type1,50
16.97938983,25,25,type1,50
16.98495833,25,25,type1,50
16.99877613,25,125,type3,50
17.00730914,25,25,type1,50
17.03057118,25,25,type1,50
17.03677648,25,25,type1,50
17.04205647,25,125,type3,50
17.04941599,25,75,type2,20
17.05586764,25,125,type3,50
17.07852623,25,25,type1,50
17.08134649,25,25,type1,50
17.08446865,25,75,type2,20
17.12855246,25,125,type3,50
17.14643505,25,75,type2,20
17.14891769,25,25,type1,50
17.15663589,25,75,type2,20
17.16273709,25,25,type1,50
17.17895084,25,25,type1,50
17.17941907,25,75,type2,20
17.1805548,25,25,type1,50
17.18549317,25,125,type3,10
17.21752627,25,175,type4,1
17.22315581,25,25,type1,50
17.23732922,25,75,type2,20
17.24729282,25,125,type3,10
17.26267989,25,25,type1,50
17.26554481,25,25,type1,50
17.26943427,25,25,type1,50
17.27646202,25,25,type1,50
17.28418841,25,25,type1,50
17.29074943,25,75,type2,20
17.30162518,25,75,type2,20
17.30212573,25,25,type1,50
17.31063278,25,125,type3,10
17.31748091,25,75,type2,20
17.34628761,25,25,type1,50
17.34888915,25,25,type1,50
17.36317481,25,125,type3,10
17.36880013,25,25,type1,50
17.37978083,25,25,type1,50
17.38541028,25,25,type1,50
17.3901606,25,25,type1,50
17.42277229,25,25,type1,50
17.42817032,25,25,type1,50
17.43262846,25,75,type2,20
17.47980605,25,25,type1,50
17.54095525,25,125,type3,10
17.55001191,25,25,type1,50
17.55240862,25,125,type3,50
17.55991162,25,25,type1,50
17.56926233,25,75,type2,100
17.57063083,25,75,type2,100
17.57163761,25,75,type2,100
17.5739744,25,125,type3,50
17.57763479,25,25,type1,50
17.58486359,25,75,type2,100
17.58608806,25,125,type3,50
17.59015905,25,75,type2,100
17.59018531,25,125,type3,50
17.59091969,25,75,type2,100
17.59188597,25,125,type3,50
17.59213752,25,25,type1,50
17.59827813,25,25,type1,50
17.59919734,25,125,type3,50
17.60206312,25,75,type2,100
17.60242273,25,25,type1,50
17.61329023,25,25,type1,50
17.61609488,25,75,type2,100
17.61621077,25,75,type2,100
17.62211688,25,75,type2,100
17.6309432,25,25,type1,50
17.63878226,25,75,type2,100
17.64228604,25,75,type2,100
17.64465025,25,75,type2,100
17.64599731,25,75,type2,100
17.64649581,25,25,type1,50
17.64650164,25,75,type2,100
17.64979413,25,125,type3,50
17.65637881,25,75,type2,100
17.6660009,25,75,type2,100
17.67371801,25,125,type3,50
17.68604887,25,75,type2,100
17.69790941,25,25,type1,50
17.69970435,25,25,type1,50
17.70007765,25,75,type2,100
17.7042703,25,25,type1,50
17.70941437,25,75,type2,100
17.7117816,25,125,type3,50
17.74349923,25,125,type3,50
17.74352412,25,75,type2,100
17.74387708,25,25,type1,50
17.74471129,25,75,type2,100
17.75046086,25,25,type1,50
17.75550128,25,75,type2,100
17.75578147,25,125,type3,50
17.75965304,25,75,type2,100
17.77226942,25,75,type2,100
17.7765929,25,125,type3,50
17.77659639,25,25,type1,50
17.8063869,25,25,type1,50
17.80738054,25,25,type1,50
17.8142611,25,75,type2,100
17.82504734,25,125,type3,50
17.82535967,25,75,type2,100
17.82890818,25,125,type3,50
17.83304931,25,25,type1,50
17.83555297,25,125,type3,50
17.8360489,25,75,type2,100
17.83652173,25,25,type1,50
17.83668773,25,75,type2,100
17.83912692,25,25,type1,50
17.84080037,25,25,type1,50
17.84273343,25,75,type2,100
17.84693918,25,75,type2,100
17.84953612,25,75,type2,100
17.85051203,25,75,type2,100
17.85209634,25,125,type3,50
17.8536696,25,75,type2,100
17.85554413,25,25,type1,50
17.85933345,25,75,type2,100
17.87394443,25,25,type1,50
17.87460586,25,75,type2,100
17.87730789,25,75,type2,100
17.87911458,25,25,type1,50
17.88071257,25,25,type1,50
17.88151787,25,75,type2,100
17.88365746,25,75,type2,100
17.90222387,25,125,type3,50
17.91285089,25,75,type2,100
17.91894972,25,75,type2,100
17.9238415,25,75,type2,100
17.92874385,25,75,type2,100
17.93487384,25,75,type2,100
17.94665809,25,75,type2,100
17.95281075,25,25,type1,50
17.96899793,25,75,type2,100
17.97544206,25,125,type3,50
17.99480001,25,125,type3,50
18.00790282,25,25,type1,50
18.00799077,25,75,type2,100
18.01550765,25,75,type2,100
18.0155656,25,75,type2,100
18.02252642,25,25,type1,50
18.02767461,25,25,type1,50
18.03666064,25,25,type1,50
18.04248577,25,25,type1,50
18.04283519,25,125,type3,50
18.04370201,25,125,type3,50
18.05154434,25,25,type1,50
18.06285606,25,75,type2,100
18.06403466,25,25,type1,50
18.06481077,25,75,type2,100
18.07076515,25,25,type1,50
18.07263943,25,75,type2,100
18.07374309,25,125,type3,50
18.07798069,25,25,type1,50
18.08413189,25,75,type2,100
