,arrived_at,num_prefill_tokens,num_decode_tokens,prompt_type
627,9.868992904870197,25,75,type2
628,9.872079885480282,25,75,type2
2230,9.873573797091133,25,25,type1
2231,9.881137269055404,25,25,type1
2232,9.88306066087633,25,25,type1
2233,9.883333796507447,25,25,type1
2234,9.888182843428508,25,25,type1
2235,9.889656955517108,25,25,type1
2236,9.889799789671157,25,25,type1
629,9.88982313583432,25,75,type2
2237,9.89003305216411,25,25,type1
2238,9.89033002937965,25,25,type1
2239,9.89311017745004,25,25,type1
2240,9.89767204288087,25,25,type1
2241,9.898084540008147,25,25,type1
2242,9.900702163908822,25,25,type1
2243,9.90298341846077,25,25,type1
2244,9.904087751320777,25,25,type1
2245,9.906054634645566,25,25,type1
2246,9.907486691037496,25,25,type1
630,9.907984235082608,25,75,type2
2247,9.909374711215406,25,25,type1
2248,9.911562386627416,25,25,type1
2249,9.920395136177275,25,25,type1
2250,9.92096989825968,25,25,type1
2251,9.925481693050386,25,25,type1
631,9.928110201084776,25,75,type2
2252,9.933462904169852,25,25,type1
2253,9.935070518821814,25,25,type1
2254,9.937261400963799,25,25,type1
2255,9.940948818693766,25,25,type1
2256,9.945971801692895,25,25,type1
2257,9.94618954153772,25,25,type1
632,9.94629612349577,25,75,type2
2258,9.94704005099075,25,25,type1
2259,9.9473742099517,25,25,type1
2260,9.947729955931322,25,25,type1
2261,9.948206849633033,25,25,type1
2262,9.948257377870092,25,25,type1
633,9.9487039205126,25,75,type2
2263,9.953008991904644,25,25,type1
2264,9.95410229538464,25,25,type1
2265,9.95495484262187,25,25,type1
2266,9.957493676830623,25,25,type1
2267,9.95751649557637,25,25,type1
634,9.959893333049239,25,75,type2
2268,9.9617469689027,25,25,type1
635,9.969735001634287,25,75,type2
636,9.970836315755367,25,75,type2
637,9.975489784569044,25,75,type2
2269,9.975773465572434,25,25,type1
638,9.9822060531346,25,75,type2
639,9.982716502148715,25,75,type2
2270,9.985803734850762,25,25,type1
2271,9.98893500518793,25,25,type1
2272,9.992044377485483,25,25,type1
2273,9.994533231572914,25,25,type1
640,9.995799940125526,25,75,type2
2274,9.996024416989185,25,25,type1
641,9.998288859787738,25,75,type2
2275,9.999179410685032,25,25,type1
2276,9.99990273439463,25,25,type1
2277,10.004940971333275,25,25,type1
2278,10.006260329342721,25,25,type1
116,10.008625665692243,25,125,type3
2279,10.008874252884313,25,25,type1
642,10.009561231047527,25,75,type2
117,10.010330441332624,25,125,type3
2280,10.011107222348768,25,25,type1
118,10.012847440278883,25,125,type3
2281,10.013015081149407,25,25,type1
2282,10.015343076423019,25,25,type1
2283,10.015582006986044,25,25,type1
2284,10.015910855229222,25,25,type1
2285,10.022940268523172,25,25,type1
643,10.02543772981652,25,75,type2
2286,10.02545701960892,25,25,type1
2287,10.030516945889834,25,25,type1
119,10.034759546529525,25,125,type3
2288,10.035061959051468,25,25,type1
2289,10.036109447422534,25,25,type1
644,10.03693834256944,25,75,type2
2290,10.037095939078878,25,25,type1
2291,10.03814120139986,25,25,type1
645,10.039294231946858,25,75,type2
2292,10.04008051677155,25,25,type1
2293,10.043679608539275,25,25,type1
120,10.044427987305248,25,125,type3
646,10.045282657672793,25,75,type2
2294,10.045951151816297,25,25,type1
647,10.047238768083433,25,75,type2
2295,10.050437198411775,25,25,type1
648,10.050976916016142,25,75,type2
2296,10.053114993259634,25,25,type1
649,10.058233944938223,25,75,type2
2297,10.058930247472619,25,25,type1
650,10.059151188960431,25,75,type2
2298,10.059478833832014,25,25,type1
2299,10.060240526942733,25,25,type1
2300,10.060817424597445,25,25,type1
2301,10.062853705702187,25,25,type1
2302,10.06401944492199,25,25,type1
2303,10.065125249499824,25,25,type1
121,10.065507030380017,25,125,type3
122,10.067529478901678,25,125,type3
651,10.068046656293589,25,75,type2
652,10.069643578440303,25,75,type2
2304,10.070068092890317,25,25,type1
653,10.07684250706353,25,75,type2
654,10.08817447692934,25,75,type2
123,10.090208944159674,25,125,type3
2305,10.092848267096219,25,25,type1
2306,10.093052181243964,25,25,type1
2307,10.095557710651578,25,25,type1
655,10.09901748123811,25,75,type2
2308,10.099426518995484,25,25,type1
2309,10.103150770719282,25,25,type1
656,10.106710372177762,25,75,type2
657,10.10699563361388,25,75,type2
2310,10.10944151919169,25,25,type1
2311,10.110643729766903,25,25,type1
658,10.112050272489869,25,75,type2
2312,10.116605511558,25,25,type1
659,10.119827317504939,25,75,type2
660,10.120254156699659,25,75,type2
2313,10.1266732939936,25,25,type1
661,10.127054567385787,25,75,type2
124,10.127387341672804,25,125,type3
2314,10.128611237974892,25,25,type1
2315,10.129001294886681,25,25,type1
125,10.136330494854542,25,125,type3
2316,10.138159829773512,25,25,type1
2317,10.138303833424652,25,25,type1
2318,10.138443270472001,25,25,type1
2319,10.140754097737801,25,25,type1
2320,10.142768497232149,25,25,type1
662,10.143325747339713,25,75,type2
2321,10.145433208745962,25,25,type1
663,10.145893818163838,25,75,type2
2322,10.148320152929198,25,25,type1
2323,10.152619331121313,25,25,type1
2324,10.160213235765104,25,25,type1
126,10.16216147168602,25,125,type3
2325,10.166390909110216,25,25,type1
2326,10.167925617347533,25,25,type1
2327,10.168393749716449,25,25,type1
2328,10.170085957813953,25,25,type1
2329,10.171248958448714,25,25,type1
2330,10.171877038302732,25,25,type1
664,10.175207960902007,25,75,type2
2331,10.177640481488694,25,25,type1
2332,10.179623695048678,25,25,type1
2333,10.1800238456399,25,25,type1
665,10.180522224737235,25,75,type2
666,10.182460744348141,25,75,type2
667,10.186590130100669,25,75,type2
2334,10.186946626641781,25,25,type1
127,10.187071878843572,25,125,type3
2335,10.191629464332623,25,25,type1
2336,10.192007925811458,25,25,type1
2337,10.192964709183158,25,25,type1
668,10.193570590920448,25,75,type2
128,10.195789570548852,25,125,type3
669,10.197011628554524,25,75,type2
66,10.197059866004855,25,175,type4
670,10.198679947972067,25,75,type2
671,10.201032326429274,25,75,type2
2338,10.207895466241732,25,25,type1
672,10.21030701212577,25,75,type2
2339,10.210597484237677,25,25,type1
2340,10.213244772975298,25,25,type1
2341,10.21467345092298,25,25,type1
2342,10.220602189798061,25,25,type1
673,10.224464278350279,25,75,type2
674,10.224995598748379,25,75,type2
67,10.225020496202163,25,175,type4
2343,10.229881222017617,25,25,type1
675,10.234149347777446,25,75,type2
2344,10.234182782032113,25,25,type1
129,10.238338551790273,25,125,type3
2345,10.24109400614819,25,25,type1
676,10.24297285491731,25,75,type2
2346,10.243732708655783,25,25,type1
130,10.248509962429642,25,125,type3
2347,10.251209541560584,25,25,type1
2348,10.251777355151463,25,25,type1
2349,10.253674644115433,25,25,type1
677,10.25471076719962,25,75,type2
131,10.255588487004696,25,125,type3
2350,10.256982789958299,25,25,type1
2351,10.257400577528092,25,25,type1
2352,10.259714331222312,25,25,type1
2353,10.260085427054626,25,25,type1
678,10.261284958218202,25,75,type2
2354,10.263589618954152,25,25,type1
2355,10.263625229450373,25,25,type1
679,10.26408259752261,25,75,type2
2356,10.265377510349689,25,25,type1
2357,10.266512856542526,25,25,type1
2358,10.267237417995025,25,25,type1
2359,10.268096174416073,25,25,type1
68,10.269017143179473,25,175,type4
2360,10.272733332072677,25,25,type1
2361,10.272764550975023,25,25,type1
2362,10.275089785847067,25,25,type1
2363,10.275206951335923,25,25,type1
680,10.276763212128287,25,75,type2
69,10.277482143393595,25,175,type4
132,10.278692535966073,25,125,type3
2364,10.2830293108177,25,25,type1
681,10.291192975546721,25,75,type2
133,10.297412272130995,25,125,type3
682,10.300881157657368,25,75,type2
134,10.3028893928528,25,125,type3
2365,10.303990298650191,25,25,type1
2366,10.30518766610551,25,25,type1
683,10.310402998535562,25,75,type2
2367,10.314697477200372,25,25,type1
2368,10.318098629199747,25,25,type1
684,10.320087362885028,25,75,type2
2369,10.320105199785852,25,25,type1
685,10.320534375343517,25,75,type2
2370,10.32146364851848,25,25,type1
2371,10.321907119847088,25,25,type1
686,10.328556018350296,25,75,type2
2372,10.329453133841733,25,25,type1
135,10.331144148533781,25,125,type3
136,10.340331207381789,25,125,type3
687,10.341374264655158,25,75,type2
2373,10.343839504331948,25,25,type1
137,10.346379423631056,25,125,type3
2374,10.348316785151368,25,25,type1
2375,10.349856713517257,25,25,type1
2376,10.349900996746944,25,25,type1
2377,10.351830334386264,25,25,type1
688,10.353595238862113,25,75,type2
2378,10.35385940147711,25,25,type1
2379,10.357075252165473,25,25,type1
138,10.357476394633597,25,125,type3
2380,10.358619137439076,25,25,type1
2381,10.361643238533613,25,25,type1
2382,10.361755614758604,25,25,type1
689,10.367750952716953,25,75,type2
690,10.370939105106718,25,75,type2
2383,10.372370693225534,25,25,type1
2384,10.37261031049654,25,25,type1
2385,10.373066082641223,25,25,type1
2386,10.373122062583452,25,25,type1
691,10.37667216371974,25,75,type2
2387,10.379754695036963,25,25,type1
2388,10.38254099263126,25,25,type1
2389,10.385799696990212,25,25,type1
2390,10.386577483464974,25,25,type1
2391,10.39033898550927,25,25,type1
2392,10.39115626109356,25,25,type1
139,10.391521469907921,25,125,type3
2393,10.393145838132776,25,25,type1
70,10.393751996851224,25,175,type4
2394,10.394884614170886,25,25,type1
140,10.397894760933617,25,125,type3
2395,10.398554304567117,25,25,type1
71,10.400754529252433,25,175,type4
72,10.403682748168805,25,175,type4
692,10.404909103096163,25,75,type2
693,10.410190084469253,25,75,type2
141,10.41456111780065,25,125,type3
142,10.416118559045165,25,125,type3
2396,10.416749794861586,25,25,type1
2397,10.418881566423405,25,25,type1
2398,10.419364909424138,25,25,type1
2399,10.419898027478897,25,25,type1
694,10.422730144304424,25,75,type2
2400,10.42397004031278,25,25,type1
143,10.424273752054003,25,125,type3
695,10.424290251055083,25,75,type2
2401,10.425040313150742,25,25,type1
144,10.435156364593206,25,125,type3
2402,10.435785705797144,25,25,type1
2403,10.454001163140868,25,25,type1
2404,10.456415572635894,25,25,type1
2405,10.456867514335354,25,25,type1
2406,10.458063742478826,25,25,type1
2407,10.460886166758938,25,25,type1
2408,10.464947771303004,25,25,type1
2409,10.465344854281497,25,25,type1
2410,10.466549151365939,25,25,type1
2411,10.471018149511893,25,25,type1
145,10.471320967139867,25,125,type3
696,10.474936319149098,25,75,type2
697,10.476342031319337,25,75,type2
2412,10.480083119584311,25,25,type1
2413,10.482155388359057,25,25,type1
698,10.484426919075238,25,75,type2
699,10.488581726581064,25,75,type2
700,10.489215520676645,25,75,type2
2414,10.49012899391234,25,25,type1
701,10.491225308610446,25,75,type2
702,10.491353066353522,25,75,type2
2415,10.491493188965116,25,25,type1
146,10.493326386777921,25,125,type3
2416,10.495394345653729,25,25,type1
703,10.498287253723374,25,75,type2
2417,10.501847876742088,25,25,type1
2418,10.502274466446801,25,25,type1
2419,10.507755606664979,25,25,type1
2420,10.509554647382581,25,25,type1
704,10.510226121510911,25,75,type2
147,10.51753357767029,25,125,type3
2421,10.520236371977475,25,25,type1
2422,10.521295671390863,25,25,type1
2423,10.521487867389043,25,25,type1
73,10.522721217223662,25,175,type4
705,10.527808930600077,25,75,type2
2424,10.528689001725109,25,25,type1
2425,10.528989846278346,25,25,type1
706,10.52918036842531,25,75,type2
74,10.533519169801956,25,175,type4
2426,10.534913330226004,25,25,type1
2427,10.53905106452442,25,25,type1
75,10.551667825618788,25,175,type4
2428,10.552153872944373,25,25,type1
2429,10.552377694203816,25,25,type1
707,10.553429155457183,25,75,type2
2430,10.553677999857834,25,25,type1
2431,10.554335196272595,25,25,type1
76,10.55774313162547,25,175,type4
708,10.55818443888326,25,75,type2
2432,10.55970432896877,25,25,type1
2433,10.563632432719151,25,25,type1
2434,10.566152876746113,25,25,type1
2435,10.5726320557772,25,25,type1
2436,10.582601920587383,25,25,type1
2437,10.584694445543418,25,25,type1
2438,10.586426012726303,25,25,type1
2439,10.587550228680072,25,25,type1
2440,10.58771561243818,25,25,type1
2441,10.58937073304548,25,25,type1
709,10.591117113974363,25,75,type2
148,10.591737664587425,25,125,type3
2442,10.598803666569678,25,25,type1
2443,10.600116797650173,25,25,type1
2444,10.600581799491506,25,25,type1
710,10.601238843067168,25,75,type2
77,10.60494759807487,25,175,type4
2445,10.605517992943627,25,25,type1
2446,10.605815804467015,25,25,type1
2447,10.612287186270173,25,25,type1
2448,10.617855793502297,25,25,type1
2449,10.620959237749425,25,25,type1
2450,10.62159086836325,25,25,type1
2451,10.625030206477915,25,25,type1
2452,10.62569359740527,25,25,type1
149,10.625720081935444,25,125,type3
150,10.628765075495124,25,125,type3
2453,10.629191401005585,25,25,type1
711,10.632440773263394,25,75,type2
78,10.633099830921376,25,175,type4
2454,10.633749359876356,25,25,type1
712,10.634893285842153,25,75,type2
2455,10.638049337872303,25,25,type1
2456,10.639069942487158,25,25,type1
713,10.645153543409318,25,75,type2
2457,10.650308292179593,25,25,type1
151,10.653668604384837,25,125,type3
714,10.653777783621178,25,75,type2
715,10.659099250346737,25,75,type2
2458,10.659713720539923,25,25,type1
2459,10.660338619393531,25,25,type1
2460,10.663882295775226,25,25,type1
2461,10.667926067880725,25,25,type1
152,10.668422982219855,25,125,type3
153,10.668901582076312,25,125,type3
2462,10.669121798892654,25,25,type1
716,10.66996952670102,25,75,type2
79,10.670713529616432,25,175,type4
2463,10.677487438225754,25,25,type1
2464,10.67985693647766,25,25,type1
154,10.682853694970964,25,125,type3
2465,10.683576661141382,25,25,type1
717,10.684908354617082,25,75,type2
2466,10.686707210075761,25,25,type1
2467,10.688983997433303,25,25,type1
718,10.689415815972598,25,75,type2
2468,10.693268349496057,25,25,type1
2469,10.696260715212075,25,25,type1
2470,10.696885197598073,25,25,type1
155,10.699282884261418,25,125,type3
2471,10.70009860919153,25,25,type1
156,10.703580946030206,25,125,type3
2472,10.704073391487285,25,25,type1
2473,10.70504482113656,25,25,type1
2474,10.705777204067747,25,25,type1
719,10.706342549783104,25,75,type2
2475,10.709495044708106,25,25,type1
720,10.710041061428225,25,75,type2
157,10.710721075460743,25,125,type3
2476,10.71102380779422,25,25,type1
2477,10.713027736047636,25,25,type1
2478,10.713673521248694,25,25,type1
2479,10.71619923041667,25,25,type1
158,10.725183085273482,25,125,type3
159,10.72709532093256,25,125,type3
2480,10.72911415517915,25,25,type1
721,10.731939394164154,25,75,type2
2481,10.738165934985094,25,25,type1
2482,10.738518376385523,25,25,type1
80,10.739523141429608,25,175,type4
2483,10.740400120775318,25,25,type1
722,10.745510978027683,25,75,type2
723,10.748358434212452,25,75,type2
2484,10.748440757553386,25,25,type1
2485,10.750137012975344,25,25,type1
2486,10.753759805134402,25,25,type1
2487,10.755247012662622,25,25,type1
2488,10.756567796617825,25,25,type1
2489,10.757595111532742,25,25,type1
2490,10.757919993441911,25,25,type1
160,10.761657687027805,25,125,type3
2491,10.768267715993467,25,25,type1
724,10.773208655653214,25,75,type2
2492,10.773513953951227,25,25,type1
2493,10.776075265661282,25,25,type1
161,10.77634848051486,25,125,type3
2494,10.77704792628524,25,25,type1
2495,10.778116427119697,25,25,type1
2496,10.782275271739032,25,25,type1
2497,10.785649550032165,25,25,type1
2498,10.7865024008663,25,25,type1
725,10.788665832239282,25,75,type2
2499,10.789721400602941,25,25,type1
2500,10.792430910095103,25,25,type1
2501,10.793248843887516,25,25,type1
726,10.794937707122426,25,75,type2
2502,10.795586214640169,25,25,type1
2503,10.80320607454281,25,25,type1
162,10.804104338448038,25,125,type3
2504,10.808141222295307,25,25,type1
2505,10.81170683814327,25,25,type1
2506,10.812328357687878,25,25,type1
2507,10.814398832301444,25,25,type1
2508,10.816542880560299,25,25,type1
2509,10.81719307294338,25,25,type1
2510,10.81798339751196,25,25,type1
727,10.821328032827662,25,75,type2
728,10.823457334056794,25,75,type2
2511,10.824509289625148,25,25,type1
2512,10.825033596850659,25,25,type1
81,10.825141924075073,25,175,type4
729,10.827761098378685,25,75,type2
730,10.827896786351559,25,75,type2
2513,10.829009270546612,25,25,type1
2514,10.833677237786716,25,25,type1
731,10.837045235058223,25,75,type2
2515,10.843220310382632,25,25,type1
2516,10.843398019205708,25,25,type1
2517,10.84393621454293,25,25,type1
2518,10.848711783382338,25,25,type1
2519,10.849059727665866,25,25,type1
732,10.849447046946562,25,75,type2
733,10.854337389724211,25,75,type2
734,10.855844059787334,25,75,type2
2520,10.858407038873086,25,25,type1
163,10.859287211146066,25,125,type3
2521,10.860242402901777,25,25,type1
2522,10.86057341978677,25,25,type1
2523,10.863504999590813,25,25,type1
735,10.873178281047595,25,75,type2
2524,10.879928071269214,25,25,type1
2525,10.882902109489208,25,25,type1
2526,10.886937317153015,25,25,type1
2527,10.892215236868271,25,25,type1
736,10.89431999595794,25,75,type2
2528,10.89693330270301,25,25,type1
82,10.896937236652517,25,175,type4
2529,10.911253734926404,25,25,type1
2530,10.913548705379565,25,25,type1
2531,10.917926759407953,25,25,type1
2532,10.91798409465235,25,25,type1
2533,10.926062949837938,25,25,type1
2534,10.927746552249632,25,25,type1
2535,10.927958764741602,25,25,type1
2536,10.929285388426063,25,25,type1
2537,10.93121278394554,25,25,type1
737,10.931452869196612,25,75,type2
738,10.942639915346458,25,75,type2
2538,10.943942647431323,25,25,type1
739,10.944871642497436,25,75,type2
740,10.94820331745763,25,75,type2
2539,10.95027518573367,25,25,type1
2540,10.952551353319201,25,25,type1
2541,10.954190183134697,25,25,type1
2542,10.956387278805765,25,25,type1
2543,10.957079969784369,25,25,type1
2544,10.957834250621865,25,25,type1
2545,10.959876128083746,25,25,type1
2546,10.967531734581359,25,25,type1
741,10.967600614600872,25,75,type2
2547,10.968107036587353,25,25,type1
2548,10.97148596489562,25,25,type1
2549,10.97276009355208,25,25,type1
2550,10.974948975957707,25,25,type1
2551,10.975896759713455,25,25,type1
2552,10.976862132282484,25,25,type1
2553,10.983249741390754,25,25,type1
83,10.985270909695581,25,175,type4
742,10.986142494443282,25,75,type2
2554,10.988915145681304,25,25,type1
2555,10.989535599250035,25,25,type1
743,10.989749228960477,25,75,type2
2556,10.990485806403022,25,25,type1
744,10.990548265330865,25,75,type2
2557,10.990942467389525,25,25,type1
745,10.996742196314454,25,75,type2
2558,10.998162555437785,25,25,type1
2559,11.001233761409251,25,25,type1
2560,11.002722889577386,25,25,type1
2561,11.003657123287942,25,25,type1
2562,11.003691220712593,25,25,type1
164,11.006912312845573,25,125,type3
746,11.008915331873782,25,75,type2
747,11.017438650080535,25,75,type2
748,11.019016562288073,25,75,type2
2563,11.02507241800311,25,25,type1
2564,11.0254543536537,25,25,type1
84,11.027550399004717,25,175,type4
2565,11.029625568792847,25,25,type1
165,11.030051788791765,25,125,type3
2566,11.03291985519332,25,25,type1
2567,11.033646428429877,25,25,type1
2568,11.034770822161638,25,25,type1
749,11.037890339194405,25,75,type2
2569,11.040181591125997,25,25,type1
2570,11.052046226595573,25,25,type1
2571,11.053636565764307,25,25,type1
2572,11.054112489731159,25,25,type1
750,11.057683392602769,25,75,type2
2573,11.059494551889953,25,25,type1
2574,11.059639464778346,25,25,type1
2575,11.064365231467667,25,25,type1
2576,11.068249778415849,25,25,type1
166,11.072763952556292,25,125,type3
85,11.075219538329318,25,175,type4
86,11.087640644026935,25,175,type4
167,11.096132102913867,25,125,type3
2577,11.100505391962635,25,25,type1
751,11.105595537549554,25,75,type2
752,11.108176395874349,25,75,type2
2578,11.108743351884218,25,25,type1
753,11.120163004818416,25,75,type2
754,11.122662737806632,25,75,type2
755,11.123588529496345,25,75,type2
756,11.125676134949934,25,75,type2
757,11.12770044086285,25,75,type2
758,11.131335325712946,25,75,type2
759,11.138753069225746,25,75,type2
168,11.140460662050291,25,125,type3
760,11.144273434783049,25,75,type2
761,11.145439233640175,25,75,type2
762,11.153189597232021,25,75,type2
87,11.153310846132332,25,175,type4
2579,11.159425089765593,25,25,type1
2580,11.166019273715737,25,25,type1
763,11.166141482248982,25,75,type2
88,11.172416937688823,25,175,type4
764,11.174868917215012,25,75,type2
765,11.182857855603087,25,75,type2
766,11.185378445528773,25,75,type2
767,11.193984529114584,25,75,type2
768,11.19464187393146,25,75,type2
769,11.205125434331297,25,75,type2
770,11.212678735176677,25,75,type2
2581,11.227935582857699,25,25,type1
89,11.247777843646597,25,175,type4
771,11.263605001366706,25,75,type2
772,11.264768463962554,25,75,type2
773,11.26502809638507,25,75,type2
90,11.271674990106456,25,175,type4
2582,11.273911759449197,25,25,type1
2583,11.276093176943426,25,25,type1
91,11.29297027127066,25,175,type4
2584,11.29747971098788,25,25,type1
774,11.298537795723295,25,75,type2
2585,11.302930127031228,25,25,type1
775,11.309534252684564,25,75,type2
776,11.310079767405444,25,75,type2
777,11.311336142027772,25,75,type2
92,11.313905352122998,25,175,type4
93,11.319385254797208,25,175,type4
778,11.321544624969693,25,75,type2
2586,11.324565482846497,25,25,type1
2587,11.328250308062836,25,25,type1
779,11.332717095524053,25,75,type2
780,11.332857543628503,25,75,type2
169,11.335567808494172,25,125,type3
781,11.341490864468131,25,75,type2
782,11.377846068668056,25,75,type2
94,11.380493143433304,25,175,type4
95,11.394904382082453,25,175,type4
783,11.395099601652987,25,75,type2
784,11.403838420663195,25,75,type2
2588,11.411413115784859,25,25,type1
2589,11.41535224885317,25,25,type1
2590,11.421166471081806,25,25,type1
785,11.426263441301371,25,75,type2
2591,11.426515520299196,25,25,type1
786,11.432225072504572,25,75,type2
787,11.44076895840715,25,75,type2
788,11.443646747176341,25,75,type2
789,11.446217629947814,25,75,type2
790,11.448521000854742,25,75,type2
791,11.449643578358812,25,75,type2
792,11.450438650534036,25,75,type2
2592,11.455009969598928,25,25,type1
2593,11.464080848982022,25,25,type1
96,11.486141239729815,25,175,type4
793,11.492210716488003,25,75,type2
794,11.49278702641777,25,75,type2
2594,11.496346752173531,25,25,type1
795,11.496797961591119,25,75,type2
170,11.512956554990557,25,125,type3
796,11.513455157624955,25,75,type2
2595,11.539817535576999,25,25,type1
171,11.555333829303095,25,125,type3
97,11.556218583139819,25,175,type4
2596,11.561684789557537,25,25,type1
172,11.56870703950389,25,125,type3
797,11.572077797199178,25,75,type2
798,11.572244886705915,25,75,type2
799,11.575914746158151,25,75,type2
800,11.584026633194846,25,75,type2
801,11.593967459454541,25,75,type2
173,11.59703230378119,25,125,type3
802,11.598426307504521,25,75,type2
98,11.603912552064363,25,175,type4
803,11.610927588806243,25,75,type2
174,11.620170409512134,25,125,type3
99,11.622885072996615,25,175,type4
804,11.633321619430628,25,75,type2
805,11.635433191503802,25,75,type2
175,11.66851384603181,25,125,type3
806,11.668582631435424,25,75,type2
807,11.673124212594328,25,75,type2
808,11.674835321677506,25,75,type2
809,11.682433612725802,25,75,type2
100,11.686473618730949,25,175,type4
810,11.696895076316267,25,75,type2
176,11.697940969579815,25,125,type3
2597,11.699467445556492,25,25,type1
2598,11.715984765806086,25,25,type1
177,11.721041006732195,25,125,type3
2599,11.721278342672749,25,25,type1
2600,11.72645239942549,25,25,type1
811,11.73715018859712,25,75,type2
101,11.743812975538914,25,175,type4
812,11.752997177617866,25,75,type2
2601,11.763685056053921,25,25,type1
813,11.785251447594522,25,75,type2
102,11.78771988363294,25,175,type4
814,11.798319377785097,25,75,type2
2602,11.805601253325191,25,25,type1
815,11.807274442054588,25,75,type2
103,11.807432916354802,25,175,type4
2603,11.809115190049894,25,25,type1
104,11.814448503802529,25,175,type4
2604,11.818393957894738,25,25,type1
2605,11.828691896336263,25,25,type1
2606,11.838467366373262,25,25,type1
816,11.842147484818517,25,75,type2
2607,11.850222716437402,25,25,type1
105,11.856817124429469,25,175,type4
2608,11.86052402435387,25,25,type1
817,11.865896161685729,25,75,type2
2609,11.870731314804345,25,25,type1
818,11.876342663741296,25,75,type2
819,11.879096827537097,25,75,type2
820,11.88192081021743,25,75,type2
821,11.885774746744229,25,75,type2
822,11.88797271856597,25,75,type2
823,11.895853696109,25,75,type2
2610,11.896009906714466,25,25,type1
106,11.899081999955783,25,175,type4
2611,11.899576786067417,25,25,type1
107,11.919955830950716,25,175,type4
2612,11.922664435363634,25,25,type1
178,11.941984575134343,25,125,type3
2613,11.951244143967191,25,25,type1
824,11.95618677232969,25,75,type2
825,11.963976636086267,25,75,type2
179,11.96890788709235,25,125,type3
826,11.982108742230533,25,75,type2
2614,11.987630035164706,25,25,type1
2615,11.995074589316111,25,25,type1
2616,11.996391344315104,25,25,type1
827,11.997310944290161,25,75,type2
828,12.00213770992543,25,75,type2
829,12.00233464892879,25,75,type2
830,12.009131338052118,25,75,type2
2617,12.013856193467676,25,25,type1
831,12.02457214426157,25,75,type2
832,12.040791727510523,25,75,type2
2618,12.04159244727563,25,25,type1
833,12.048454129945377,25,75,type2
834,12.053118463070088,25,75,type2
108,12.06149984814079,25,175,type4
180,12.063674091189107,25,125,type3
835,12.067045681438422,25,75,type2
836,12.069140038948548,25,75,type2
837,12.078659027427184,25,75,type2
838,12.091843583077974,25,75,type2
839,12.093314407968162,25,75,type2
840,12.09934337601448,25,75,type2
2619,12.107486318165552,25,25,type1
841,12.108857596957867,25,75,type2
2620,12.110580628215944,25,25,type1
842,12.111872295636243,25,75,type2
843,12.117421541932334,25,75,type2
181,12.125094798967563,25,125,type3
844,12.12806027743661,25,75,type2
845,12.135059284485607,25,75,type2
846,12.1351838453658,25,75,type2
109,12.140188300145503,25,175,type4
2621,12.147354629670982,25,25,type1
2622,12.148876187417702,25,25,type1
847,12.153937497497024,25,75,type2
848,12.154084133377717,25,75,type2
849,12.154648914848746,25,75,type2
850,12.163780136706066,25,75,type2
2623,12.18608501328169,25,25,type1
851,12.195909919324281,25,75,type2
852,12.209460107522654,25,75,type2
853,12.219614222371975,25,75,type2
854,12.225645939269693,25,75,type2
2624,12.22955798608208,25,25,type1
2625,12.233758122837857,25,25,type1
2626,12.241141440109697,25,25,type1
855,12.243683927769112,25,75,type2
856,12.24951343804635,25,75,type2
110,12.250316521182587,25,175,type4
2627,12.251431054370077,25,25,type1
857,12.252996074932453,25,75,type2
2628,12.258513652613384,25,25,type1
111,12.259339969307284,25,175,type4
182,12.260604573438789,25,125,type3
2629,12.262275409991942,25,25,type1
2630,12.263169637206856,25,25,type1
112,12.265136185397166,25,175,type4
858,12.267844978182994,25,75,type2
859,12.27142623059528,25,75,type2
113,12.276083581246064,25,175,type4
860,12.293882639697474,25,75,type2
2631,12.303196711348335,25,25,type1
861,12.303314984413648,25,75,type2
114,12.309868525795359,25,175,type4
862,12.313737085997214,25,75,type2
2632,12.322943935146059,25,25,type1
2633,12.326917621507116,25,25,type1
863,12.32828799207502,25,75,type2
2634,12.334800307140272,25,25,type1
864,12.34082008832642,25,75,type2
865,12.342400510483543,25,75,type2
866,12.355826345830177,25,75,type2
2635,12.360576304652183,25,25,type1
115,12.3612371524057,25,175,type4
867,12.363121297527083,25,75,type2
2636,12.366892556222721,25,25,type1
868,12.36825366591706,25,75,type2
2637,12.373777933439664,25,25,type1
2638,12.376607095962054,25,25,type1
869,12.378369527146186,25,75,type2
870,12.379912752575004,25,75,type2
871,12.381701219509928,25,75,type2
872,12.387182306338163,25,75,type2
873,12.389147145919578,25,75,type2
183,12.394863514900242,25,125,type3
874,12.402721604460751,25,75,type2
875,12.405270828719669,25,75,type2
876,12.408578432000043,25,75,type2
116,12.411319044410751,25,175,type4
877,12.420660426366103,25,75,type2
878,12.427812313042761,25,75,type2
2639,12.437631531701149,25,25,type1
2640,12.439394579529367,25,25,type1
184,12.439588555453678,25,125,type3
879,12.443562650994162,25,75,type2
2641,12.445150827685534,25,25,type1
880,12.44746901497795,25,75,type2
2642,12.450098892127482,25,25,type1
881,12.45340039906306,25,75,type2
882,12.459697750554932,25,75,type2
117,12.462454120585722,25,175,type4
883,12.467758649179906,25,75,type2
884,12.468695765310702,25,75,type2
185,12.475393821827245,25,125,type3
2643,12.476668697476512,25,25,type1
2644,12.479623820389,25,25,type1
885,12.485246705466462,25,75,type2
2645,12.487659888721446,25,25,type1
